gender,age,category,platform,product_name,image_link,currency_symbol,price,delivery_tagline,delivery_days,average_rating,buy_link,ratings_total,product_id,last_updated_on,brands,categories,characters,tags,age_ai,genders_ai
"boy,girl",3,toys,amazon,"Jellycat Bashful Cow Calf Stuffed Animal, Medium, 12 inches",https://m.media-amazon.com/images/I/61A6WP-pUtL._AC_UL320_.jpg,$,25,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Jellycat-Bashful-Stuffed-Animal-Medium/dp/B001D7ETX8/ref=sr_1_134?keywords=toys+3+year+boy&qid=1674804453&sr=8-134,1224,A-B001D7ETX8,1675078371915,jellycat,"stuffed animals, toys",bashful cow calf,"stuffed animal, medium, 12 inches","adults, babies",unisex
"boy,girl",3,toys,amazon,"Jellycat Bashful Grey Kitty Stuffed Animal, Medium, 12 inches",https://m.media-amazon.com/images/I/61GRaHUCyVL._AC_UL320_.jpg,$,25,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Jellycat-Bashful-Stuffed-Animal-Medium/dp/B001F5PUHC/ref=sr_1_165?keywords=toys+3+year+boy&qid=1674804457&sr=8-165,704,A-B001F5PUHC,1674805588245,jellycat,"stuffed animals, toys",bashful grey kitty,"stuffed animal, medium, 12 inches","adults, babies",unisex
"boy,girl","5,6",toys,amazon,"Mary Meyer Taggies Buddy Dog, Brown / Beige Soft Toy, 12""",https://m.media-amazon.com/images/I/71omcGVUdlL._AC_UL320_.jpg,$,25.97,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Mary-Meyer-Taggies-Buddy-Brown/dp/B001FYMDS2/ref=sr_1_193?keywords=toys+5+year+boy&qid=1674804629&sr=8-193,255,A-B001FYMDS2,1684410319058,mary meyer,"stuffed animals, toys",taggies buddy dog,"soft toy, brown, beige, 12","adults, babies",unisex
"boy,girl","1,2,3",toys,amazon,"Green Toys Dump Truck in Yellow and Red - BPA Free, Phthalates Free Toys for Gross , Fine Motor Skill Development. Pretend Play , Red/Yellow",https://m.media-amazon.com/images/I/61E49Wl-7iL._AC_UL320_.jpg,$,16.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Green-Toys-Dump-Truck-Yellow/dp/B001Q3KU9Q/ref=sr_1_21?keywords=toys+1+year+boy&qid=1674127380&sr=8-21,6088,A-B001Q3KU9Q,1684813953499,green toys,"trucks, toys",dump truck,"yellow, red, bpa free, phthalates free, motor skills development, pretend play","babies, toddlers",unisex
"boy,girl","2,3,1",toys,amazon,"Green Toys Recycling Truck in Green Color - BPA and Phthalates Free Garbage Truck for Improving Gross Motor, Fine Motor Skills. Kids Play Vehicles",https://m.media-amazon.com/images/I/51MvjTJcvvS._AC_UL320_.jpg,$,15.29,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Green-Toys-Recycling-Truck-Color/dp/B001Q3KUA0/ref=sr_1_60?keywords=toys+2+year+boy&qid=1674127433&sr=8-60,4210,A-B001Q3KUA0,1681897540951,green toys,"vehicles, play vehicles, garbage trucks",none,"green toys recycling truck, bpa and phthalates free, gross motor, fine motor skills",6+,none
girl,2,toys,amazon-in,Manhattan Toy Stella Doll,https://m.media-amazon.com/images/I/71TNy1yfgYS._AC_UL320_.jpg,₹,9618,"Get it Thursday, 15 June - Friday, 16 June",24,4.8,https://www.amazon.in/Manhattan-Toy-130080-Stella-Doll/dp/B001R6W4KA/ref=sr_1_48?keywords=toys+2+year+girl&qid=1684819506&sr=8-48,1583,A-B001R6W4KA,1684819632698,manhattan toy,"dolls, toys",stella doll,"manhattan toy stella doll, dolls, toys",6+,none
boy,7,toys,amazon,"Learning Resources Conversation Cubes - 6 Pieces, Ages 6+ Foam Cubes for Social Emotional Learning, School Counselor Supplies, Speech Therapy Toys, Easter Basket Stuffers",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81v82OGe+LL._AC_UL400_.jpg,$,14.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Learning-Resources-LER7300-Conversation-Cubes/dp/B001SH7SS6/ref=sr_1_295?keywords=toys+7+year+boy&qid=1680774471&sr=8-295,3369,A-B001SH7SS6,1680774678851,learning resources,"conversation cubes, speech therapy toys, Easter basket stuffers",none,"learning resources conversation cubes, speech therapy toys, Easter basket stuffers",6+,none
"boy,girl",3,toys,amazon,"Bearington Frank Jr. Plush Stuffed Animal Frog 8""",https://m.media-amazon.com/images/I/617nBbpY+aL._AC_UL320_.jpg,$,11.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Bearington-Frank-Plush-Stuffed-Animal/dp/B001TO6YTW/ref=sr_1_174?keywords=toys+3+year+boy&qid=1674804457&sr=8-174,625,A-B001TO6YTW,1681900106617,bearington,"plush stuffed animals, frogs",frank jr.,"bearington frank jr. plush stuffed animal frog, plush stuffed animals, frogs",3+,none
"girl,boy","1,4,3,5,6",toys,amazon,"Melissa & Doug Primary Lacing Beads - Educational Toy With 30 Wooden Beads and 2 Laces - Beads For Toddlers, Fine Motor Skills Lacing Toys For Toddlers And Kids Ages 3+",https://m.media-amazon.com/images/I/71Q+MMZPKvL._AC_UL320_.jpg,$,17.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Melissa-Doug-Primary-Lacing-Beads/dp/B00272N8L2/ref=sr_1_197?keywords=toys+1+year+girl&qid=1674805252&sr=8-197,17882,A-B00272N8L2,1684411724992,melissa & doug,"primary lacing beads, wooden beads, lacing toys",none,"melissa & doug primary lacing beads, wooden beads, lacing toys",3+,none
"boy,girl",6,toys,amazon,BRIO World - 33696 Lumber Loading Wagon | 4 Piece Train Toy for Kids Ages 3 and Up - Green,https://m.media-amazon.com/images/I/81fBzfkksnL._AC_UL320_.jpg,$,14.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Brio-33696-Lumber-Loading-Wagon/dp/B0027TIPAE/ref=sr_1_113?keywords=toys+6+year+boy&qid=1674804703&sr=8-113,727,A-B0027TIPAE,1680774299446,brio,trains,,"train,toy,kids,green",3+,
"boy,girl","3,6,8,10",toys,amazon,Douglas Bolt Australian Cattle Dog Plush Stuffed Animal,https://m.media-amazon.com/images/I/718HkPGVcCL._AC_UL320_.jpg,$,28.95,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Douglas-AUSTRALIAN-CATTLE-stuffed-animal/dp/B002EDVRJO/ref=sr_1_200?keywords=toys+3+year+boy&qid=1674804466&sr=8-200,417,A-B002EDVRJO,1684412297464,douglas,plush animals,,"plush,animal,stuffed",,
"girl,boy","1,2,9",toys,amazon,Green Toys Dish Set,https://m.media-amazon.com/images/I/61jGCBax7-L._AC_UL320_.jpg,$,23.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Green-Toys-DSH01R-Dish-Set/dp/B002KE5GPS/ref=sr_1_63?keywords=toys+1+year+girl&qid=1674127784&sr=8-63,1946,A-B002KE5GPS,1681901455628,green toys,dish sets,,"dish,set,toy",,
"boy,girl","8,7",toys,amazon,"Magformers Basic Set (30 pieces) magnetic building blocks, educational magnetic tiles, magnetic building STEM toy - 63076 , Rainbow",https://m.media-amazon.com/images/I/71N5IeJEHXL._AC_UL320_.jpg,$,39.95,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Magformers-pieces-magnetic-building-educational/dp/B002NGOH1W/ref=sr_1_293?keywords=toys+8+year+boy&qid=1675077225&sr=8-293,4166,A-B002NGOH1W,1684413559587,magformers,building blocks,,"building,blocks,magnetic,stem,toy",,
"boy,girl","2,3",toys,amazon-in,"Orchard Toys Old Macdonald Lotto, Multi Color",https://m.media-amazon.com/images/I/81ZL8j38MmS._AC_UL400_.jpg,₹,4655.04,"Get it Monday, 19 June - Tuesday, 20 June",28,4.7,https://www.amazon.in/Orchard-Toys-MacDonald-Lotto-Multi/dp/B002OHCYZQ/ref=sr_1_119?keywords=toys+2+year+boy&qid=1684813866&sr=8-119,1020,A-B002OHCYZQ,1684820159917,orchard toys,lotto,old macdonald,"lotto,macdonald",,
"boy,girl",4,toys,amazon,"Calico Critters, Pickleweeds Hedgehog Family, Dolls, Dollhouse Figures, Collectible Toys",https://m.media-amazon.com/images/I/71lZJqCdeVL._AC_UL320_.jpg,$,15.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Calico-Critters-Pickleweeds-Hedgehog-Family/dp/B002RCL7JW/ref=sr_1_19?keywords=toys+4+year+boy&qid=1674127490&sr=8-19,8168,A-B002RCL7JW,1684409832868,calico critters,"dolls, dollhouse figures, collectible toys",pickleweeds hedgehog family,"dolls, dollhouse figures, collectible toys",all ages,unisex
"boy,girl",10,toys,amazon,"Pillow Pets Originals Magical Unicorn, 18"" Stuffed Animal Plush Toy",https://m.media-amazon.com/images/I/71CxOalXPML._AC_UL400_.jpg,$,26.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Pillow-Pets-Signature-Magical-Unicorn/dp/B002X3VIDU/ref=sr_1_306?keywords=toys+10+year+boy&qid=1684411303&sr=8-306,1418,A-B002X3VIDU,1684414116320,pillow pets,"stuffed animals, plush toys",magical unicorn,"stuffed animals, plush toys, unicorn",ages 3 and up,unisex
"boy,girl",1,toys,amazon,"Jellycat Bashful Cream Bunny Stuffed Animal, Huge, 21 inches",https://m.media-amazon.com/images/I/61xG+F3vn7L._AC_UL320_.jpg,$,67.5,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Jellycat-Bashful-Cream-Bunny-Huge/dp/B002XFBYMS/ref=sr_1_72?keywords=toys+1+year+boy&qid=1680773099&sr=8-72,2026,A-B002XFBYMS,1684409144894,jellycat,stuffed animals,bashful cream bunny,"stuffed animals, bunny, bashful",all ages,unisex
"girl,boy","6,3",toys,amazon,"HoneyCanDo Kids Toy Storage Organizer With Bins, Pastel",https://m.media-amazon.com/images/I/81zkT+SjEZL._AC_UL320_.jpg,$,67.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/HoneyCanDo-SRT-01603-Storage-Organizer-Pastel/dp/B00302KB5O/ref=sr_1_255?keywords=toys+6+year+girl&qid=1674805891&sr=8-255,9485,A-B00302KB5O,1681900769291,honeycan do,toy storage organizers,,"toy organizers, holders, organizers",all ages,unisex
"boy,girl","1,4",toys,amazon,"B. toys – One Two Squeeze Baby Building Blocks for Toddlers – Educational Toys 6 Months & Up with Numbers, Shapes, Animals & Textures – 10 Soft & Colorful Stacking Blocks",https://m.media-amazon.com/images/I/81QP0EC4OyL._AC_UL320_.jpg,$,12.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/B-Toys-Building-Toddlers-Educational/dp/B0030F67N6/ref=sr_1_53?keywords=toys+1+year+boy&qid=1674804310&sr=8-53,17221,A-B0030F67N6,1684409932918,b. toys,"baby building blocks, toddlers toys",,"baby building blocks, toddlers toys, numbers, shapes, animals, textures",6 months and up,unisex
"boy,girl",7,toys,amazon,Think Fun Zingo 1-2-3 Number Bingo Game for Age 4 and Up - Award winner and Toy of the Year Nominee (7703),https://m.media-amazon.com/images/I/81WJo3HQfXL._AC_UL320_.jpg,$,21.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/ThinkFun-Zingo-1-2-3-Number-Bingo/dp/B0032UKTXI/ref=sr_1_160?keywords=toys+7+year+boy&qid=1680774441&sr=8-160,26006,A-B0032UKTXI,1681900992293,"think fun, zingo","bingo game, award winner, toy of the year nominee",,"number bingo, award winner, toy of the year nominee",4+,
boy,10,toys,amazon,"Winning Moves Games Clue The Classic Edition Toy, Multicolor (1137)",https://m.media-amazon.com/images/I/91j7Z31cicS._AC_UL320_.jpg,$,22.76,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Winning-Moves-Games-Clue-Classic/dp/B00349MPQQ/ref=sr_1_216?keywords=toys+10+year+boy&qid=1681899224&sr=8-216,1789,A-B00349MPQQ,1681899364420,"winning moves games, clue, classic edition",toy,,"classic edition toy, game",all,
"boy,girl","10,5",toys,amazon,"Manhattan Toy Baby Stella Boy Soft First Baby Doll for Ages 1 Year and Up, 15""",https://m.media-amazon.com/images/I/817onfF5jPL._AC_UL320_.jpg,$,33.98,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Manhattan-Toy-Baby-Stella-First/dp/B0036AWTDM/ref=sr_1_155?keywords=toys+10+year+boy&qid=1674805064&sr=8-155,7965,A-B0036AWTDM,1675079588647,"manhattan toy, baby stella","doll, baby doll",doll,"baby stella boy doll, soft first baby doll",1+,boy
boy,8,toys,amazon,Melissa & Doug Kids Magic Set Role Play Toys | Magic Toys for Kids & Toddlers | Halloween Tricks for Kids | Kids Dress Up for Girls or Boys | Pretend Play Gifts for Kids Age 8+,https://m.media-amazon.com/images/I/71vXLVc97TL._AC_UL400_.jpg,$,55.99,Check Retailer site for delivery info,-1,4.5,https://www.amazon.com/Melissa-Doug-Deluxe-Solid-Wood-Classic/dp/B0036MDQP0/ref=sr_1_167?keywords=toys+8+year+boy&qid=1684410781&sr=8-167,3445,A-B0036MDQP0,1684410886668,"melissa & doug, kids magic set","role play toys, magic toys, halloween tricks, kids dress up, pretend play gifts",,"magic set for kids, dress up for kids, pretend play for kids",8+,"girls, boys"
girl,10,toys,amazon,"Green Toys, Tugboat , Blue",https://m.media-amazon.com/images/I/61+5K4ktYHL._AC_UL400_.jpg,$,14.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Green-Toys-First-Boat-Blue/dp/B0036WSVOQ/ref=sr_1_200?keywords=toys+10+year+girl&qid=1684413970&sr=8-200,3328,A-B0036WSVOQ,1684414081391,green toys,toy,tugboat,"tugboat toy, blue",all,
boy,6,toys,amazon-in,"Melissa & Doug Car Carrier Truck & Cars Wooden Toy Set (Compatible with Wooden Train Tracks, Quality Wood Construction, 13.8” H x 6.7” W x 3.35” L)",https://m.media-amazon.com/images/I/51wqRyJCQYL._AC_UL320_.jpg,₹,4453,"Get it Thursday, 15 June - Friday, 16 June",24,4.8,https://www.amazon.in/Melissa-and-Doug-Car-Carrier/dp/B0037UT3E4/ref=sr_1_7?keywords=toys+6+year+boy&qid=1684815786&sr=8-7,2828,A-B0037UT3E4,1684815839533,Melissa & Doug,"trucks,cars",,"car carrier,wooden toy",,
boy,3,toys,amazon,JC Toys - La Baby | Caucasian 16-inch Medium Soft Body Baby Doll,https://m.media-amazon.com/images/I/51e+tmJzzQL._AC_UL320_.jpg,$,19.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/JC-Toys-16-inch-Washable-Accessories/dp/B0039FXH0I/ref=sr_1_288?keywords=toys+3+year+boy&qid=1675076240&sr=8-288,7948,A-B0039FXH0I,1675076374453,JC Toys,baby dolls,La Baby,16 inch soft body doll,medium,caucasian
girl,4,toys,amazon,"GUND Philbin Classic Teddy Bear, Premium Stuffed Animal for Ages 1 and Up, Beige, 12”",https://m.media-amazon.com/images/I/71ZO9p3GOaL._AC_UL400_.jpg,$,25,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/GUND-Philbin-Teddy-Stuffed-Animal/dp/B003S7AY8U/ref=sr_1_287?keywords=toys+4+year+girl&qid=1681900258&sr=8-287,13530,A-B003S7AY8U,1681900360215,GUND,teddy bears,Philbin,"premium stuffed animal,beige",1 and up,
"boy,girl","8,1,5",toys,amazon,"GUND Philbin Classic Teddy Bear, Premium Stuffed Animal For Ages 1 And Up, Chocolate Brown, 12”",https://m.media-amazon.com/images/I/81VYSMtgT7L._AC_UL320_.jpg,$,25,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/GUND-Philbin-Stuffed-Animal-Chocolate/dp/B003S7EYZY/ref=sr_1_184?keywords=toys+8+year+boy&qid=1674804867&sr=8-184,13115,A-B003S7EYZY,1681900570581,GUND,teddy bears,Philbin,"premium stuffed animal,chocolate brown",1 and up,
"girl,boy","4,8,5",toys,amazon,"GUND Philbin Classic Teddy Bear, Premium Stuffed Animal for Ages 1 and Up, Chocolate Brown, 18”",https://m.media-amazon.com/images/I/81yboGeGHGL._AC_UL320_.jpg,$,34.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/GUND-Philbin-Stuffed-Animal-Chocolate/dp/B003S7J26U/ref=sr_1_302?keywords=toys+4+year+girl&qid=1675078468&sr=8-302,13122,A-B003S7J26U,1684412831351,GUND,teddy bears,Philbin,"premium stuffed animal,chocolate brown",1 and up,
girl,2,toys,amazon-in,Breyer Jasmine Color Surprise Bath Toy,https://m.media-amazon.com/images/I/71z7WK6roaL._AC_UL400_.jpg,₹,3876,"Get it Monday, 19 June - Tuesday, 20 June",28,4.7,https://www.amazon.in/Breyer-Jasmine-Color-Surprise-Bath/dp/B003TUKEM2/ref=sr_1_89?keywords=toys+2+year+girl&qid=1684819511&sr=8-89,3735,A-B003TUKEM2,1684819694625,Breyer,bath toy,Jasmine,"breyer, jasmine, bath toy",,
"boy,girl","1,2,3,4",toys,amazon,"Green Toys Fire Truck - BPA , Phthalates Free Imaginative Play Toy for Improving Fine , Gross Motor Skills. for Kids",https://m.media-amazon.com/images/I/61ha2kBl+ZL._AC_UL320_.jpg,$,18.53,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Green-Toys-Fire-Truck-Imaginative/dp/B003WMC6U0/ref=sr_1_18?keywords=toys+1+year+boy&qid=1674127380&sr=8-18,6383,A-B003WMC6U0,1684813925898,Green Toys,"truck, imaginative play toy, motor skills",,"green toys, imaginative play, motor skills, kids",kids,
boy,7,toys,amazon,"GUND Philbin Classic Teddy Bear, Premium Stuffed Animal for Ages 1 and Up, Beige, 18”",https://m.media-amazon.com/images/I/71TK90xXzjL._AC_UL400_.jpg,$,32.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/GUND-Philbin-Teddy-Stuffed-Animal/dp/B0041Q3UME/ref=sr_1_162?keywords=toys+7+year+boy&qid=1681898522&sr=8-162,13530,A-B0041Q3UME,1681898654228,GUND,"teddy bear, stuffed animal",Philbin,"gund, philbin, teddy bear, stuffed animal, 1 and up",1 and up,
"boy,girl",1,toys,amazon,Lamaze Peek-A-Boo Forest Soft Baby Book - Clip-On Cloth Book - Washable Crinkling Fabric Pages for Sensory Play - Teething and Learning Toys for Babies - 6 Months and Up,https://m.media-amazon.com/images/I/81wQduX4vDL._AC_UL400_.jpg,$,13.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Lamaze-Peek-Boo-Forest-Clip/dp/B0043D28B4/ref=sr_1_210?keywords=toys+1+year+boy&qid=1681896901&sr=8-210,12165,A-B0043D28B4,1681899549790,Lamaze,"cloth book, sensory play, teething and learning toys",,"lamaze, cloth book, sensory play, teething, learning toys, babies, 6 months and up","babies, 6 months and up",
"boy,girl","1,2",toys,amazon,Buckle Toys - Buster Square - Learning Activity Toy - Develop Fine Motor Skills and Problem Solving - Toddler Travel Essential - Educational Classroom Must Have,https://m.media-amazon.com/images/I/91HqvhPyfIL._AC_UL400_.jpg,$,16.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Buckle-Toys-Buster-the-Square/dp/B0043G4JOA/ref=sr_1_301?keywords=toys+1+year+boy&qid=1681896935&sr=8-301,5456,A-B0043G4JOA,1684819595166,Buckle Toys,"learning activity toy, fine motor skills, problem solving",Buster Square,"buckle toys, buster square, learning activity toy, fine motor skills, problem solving, toddlers, classroom","toddlers, classroom",
"boy,girl",3,toys,amazon,"Calico Critters Yellow Labrador Family, Dolls, Dollhouse Figures, Collectible Toys",https://m.media-amazon.com/images/I/81Mvssm71+L._AC_UL320_.jpg,$,38.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/Calico-Critters-Yellow-Labrador-Family/dp/B0045WU70W/ref=sr_1_52?keywords=toys+3+year+boy&qid=1674804441&sr=8-52,3453,A-B0045WU70W,1675078350014,calico critters,"dolls, dollhouse figures, collectible toys",yellow labrador family,"calico critters, dolls, dollhouse figures, collectible toys",,
"boy,girl","8,6,3,5",toys,amazon,Calico Critters Triple Baby Bunk Beds,https://m.media-amazon.com/images/I/61BWifFoRbL._AC_UL320_.jpg,$,7.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/Calico-Critters-Triple-Baby-Bunk/dp/B0045WV4G8/ref=sr_1_211?keywords=toys+8+year+boy&qid=1674804879&sr=8-211,7772,A-B0045WV4G8,1684413541527,calico critters,,triple baby bunk beds,"calico critters, triple baby bunk beds",,
"boy,girl","5,9,6",toys,amazon,Think Fun Math Dice Junior Game for Boys and Girls Age 6 and Up - Teachers Favorite and Toy of the Year Nominee,https://m.media-amazon.com/images/I/71INr2tQlVL._AC_UL320_.jpg,$,9.99,Check Retailer site for delivery info,-1,4.6,https://www.amazon.com/ThinkFun-Math-Dice-Junior-Girls/dp/B004617DEU/ref=sr_1_248?keywords=toys+5+year+boy&qid=1684410006&sr=8-248,8513,A-B004617DEU,1684413073848,think fun,board game,,"think fun, board game, 6+, toy of the year nominee","6+, teachers","boys, girls"
"boy,girl","8,2",toys,amazon,Orbrium Toys 100 Piece Triple Loop Wooden Train Set Track Generic Fits Thomas Brio,https://m.media-amazon.com/images/I/618JiM1sOpL._AC_UL320_.jpg,$,44.99,Check Retailer site for delivery info,-1,4.8,https://www.amazon.com/100-Piece-Orbrium-Triple-Loop-Wooden-Chuggington/dp/B004B8FIZO/ref=sr_1_306?keywords=toys+8+year+boy&qid=1681898735&sr=8-306,3191,A-B004B8FIZO,1684819694908,orbrim toys,train set track,,"orbrim toys, train set track, fits thomas brio",,
boy,4,toys,amazon,HABA My Very First Games - First Orchard Cooperative Board Game for 2 Year Olds (Made in Germany),https://m.media-amazon.com/images/I/61iRdfeXhsL._AC_UL320_.jpg,$,29.99,Check Retailer site for delivery info,-1,4.9,https://www.amazon.com/HABA-Very-First-Games-Cooperative/dp/B004BW8TYC/ref=sr_1_142?keywords=toys+4+year+boy&qid=1675076397&sr=8-142,2139,A-B004BW8TYC,1675076511041,haba,board game,,"haba, board game, 2+, made in germany","2+, teachers","boys, girls"
